TaxonId,Organismgrupp,Svenska,Latin,R20,ÅGP,Tu,Si,N2,AD,FD,ASF,0.5,PFS,Ca,SV,Sk,Information
219792,Kärlväxter,Adam och Eva,Dactylorhiza sambucina,,,,,x,,,8§,,,,P-P,,"Enbuskmarker (5130)

Orkidéer (samtliga arter i familjerna Orchidaceae och Cypripediaceae utom de som anges i bilaga 1) är fridlysta enligt 8 § i hela landet.

Signalvärde: Påtagligt"
219793,Kärlväxter,mossnycklar,Dactylorhiza majalis subsp. sphagnicola,,,,,x,,,8§,,,,0-0,,"Öppna mossar och kärr (7140)

Orkidéer (samtliga arter i familjerna Orchidaceae och Cypripediaceae utom de som anges i bilaga 1) är fridlysta enligt 8 § i hela landet."
219794,Kärlväxter,sumpnycklar,Dactylorhiza majalis subsp. lapponica,,,,,x,,,8§,,,,X-X,,"Rikkärr (7230)

Orkidéer (samtliga arter i familjerna Orchidaceae och Cypripediaceae utom de som anges i bilaga 1) är fridlysta enligt 8 § i hela landet.

Signalvärde:-

Sumpnycklar är en indikatorart för extremrikkärr och källflöden, en ofta mycket artrik miljö."
219799,Kärlväxter,kärrknipprot,Epipactis palustris,,,,,x,,,8§,,,,P-H,,"Dynvåtmarker (2190)

Orkidéer (samtliga arter i familjerna Orchidaceae och Cypripediaceae utom de som anges i bilaga 1) är fridlysta enligt 8 § i hela landet.

Signalvärde: Påtagligt-Högt

Kärrknipprot är en mycket god indikatorart för extremrikkärr, en ofta mycket artrik miljö."
219815,Kärlväxter,ekbräken,Gymnocarpium dryopteris,,,,,x,,,,,,,L-L,,"Näringsrik granskog (9050)

Signalvärde: Lågt"
219842,Kärlväxter,vejde,Isatis tinctoria,,,,,x,,,,,,,0-0,,Driftvallar (1210)
219851,Kärlväxter,hässlebrodd,Milium effusum,,,,,x,,,,,,,0-0,,Rullstensåsöar i Östersjön (1610)
219865,Kärlväxter,johannesnycklar,Orchis militaris,,,,,x,,,8§,,,,0-0,,"Kalkgräsmarker (6210)

Orkidéer (samtliga arter i familjerna Orchidaceae och Cypripediaceae utom de som anges i bilaga 1) är fridlysta enligt 8 § i hela landet."
219875,Kärlväxter,grönvit nattviol,Platanthera chlorantha,,,,,x,,,8§,,,,V-P,,"Stagg-gräsmarker (6230)

Orkidéer (samtliga arter i familjerna Orchidaceae och Cypripediaceae utom de som anges i bilaga 1) är fridlysta enligt 8 § i hela landet.

Signalvärde: Visst-Påtagligt"
219878,Kärlväxter,storrams,Polygonatum multiflorum,,,,,x,,,9§,,,,L-V,,"Nordlig ädellövskog (9020)

Storrams (Polygonatum multiflorum) är fridlyst enligt 9 § i Värmlands län.

Signalvärde: Lågt-Visst"
219879,Kärlväxter,getrams,Polygonatum odoratum,,,,,x,,,,,,,L-V,,"Näringsfattig ekskog (9190)

Signalvärde: Lågt-Visst"
219882,Kärlväxter,fjällyxne,Pseudorchis straminea,,,,,x,,,8§,,,,P-P,,"Höglänta slåtterängar (6520)

Orkidéer (samtliga arter i familjerna Orchidaceae och Cypripediaceae utom de som anges i bilaga 1) är fridlysta enligt 8 § i hela landet.

Signalvärde: Påtagligt"
219926,Kärlväxter,sandrör,Ammophila arenaria,,,,,x,,,,,,,0-0,,Rullstensåsöar i Östersjön (1610)
219935,Kärlväxter,lappkattfot,Antennaria villifera,,,,,x,,,,,,,0-0,,Alpina kalkgräsmarker (6170)
219995,Kärlväxter,nickskära,Bidens cernua,,,,,x,,,,,,,L-V,,"Fuktängar (6410)

Signalvärde: Lågt-Visst"
220007,Kärlväxter,missne,Calla palustris,,,,,x,,,,,,,L-V,,"Lövsumpskog (9080)

Signalvärde: Lågt-Visst"
220023,Kärlväxter,liten blåklocka,Campanula rotundifolia,,,,,x,,,,,,,L-V,,"Stagg-gräsmarker (6230)

Signalvärde: Lågt-Visst"
220075,Kärlväxter,gullpudra,Chrysosplenium alternifolium,,,,,x,,,,,,x,V-P,,"Källor och källkärr (7160)

Signalvärde: Visst-Påtagligt

En indikatorart för källpåverkade marker, bäckmiljöer och sumpskogar som ofta har höga naturvärden."
220084,Kärlväxter,kåltistel,Cirsium oleraceum,,,,,x,,,,,,,L-V,,"Högörtängar (6430)

Signalvärde: Lågt-Visst"
220102,Kärlväxter,kärrfibbla,Crepis paludosa,,,,,x,,,,,,,V-V,,"Fjällbjörkskog (9040)

Signalvärde: Visst"
220120,Kärlväxter,storsileshår,Drosera anglica,,,,,x,,,,,,,V-V,,"Dynvåtmarker (2190)

Signalvärde: Visst"
220127,Kärlväxter,rosenbinka,Erigeron borealis,,,,,x,,,,,,x,V-V,,"Alpina kalkgräsmarker (6170)

Signalvärde: Visst"
220202,Kärlväxter,fjällmyskgräs,Hierochloë alpina,,,,,x,,,,,,,0-0,,Alpina silikatgräsmarker (6150)
220239,Kärlväxter,strandloka,Ligusticum scothicum,,,,,x,,,,,,,L-V,,"Vegetationsklädda havsklippor (1230)

Signalvärde: Lågt-Visst"
220240,Kärlväxter,linnea,Linnaea borealis,,,,,x,,,,,,,L-V,,"Taiga (9010)

Signalvärde: Lågt-Visst"
220247,Kärlväxter,krypljung,Kalmia procumbens,,,,,x,,,,,,,V-V,,"Alpina rishedar (4060)

Signalvärde: Visst"
220255,Kärlväxter,sandsallat,Lactuca tatarica,,,,,x,,,,,,,0-0,,Sandstränder vid Östersjön (1640)
220261,Kärlväxter,ormtunga,Ophioglossum vulgatum,,,,,x,,,,,,x,P-P,,"Strandängar vid Östersjön (1630)

Signalvärde: Påtagligt"
220263,Kärlväxter,fjällskråp,Petasites frigidus,,,,,x,,,,,,x,V-V,,"Näringsrik granskog (9050)

Signalvärde: Visst"
220266,Kärlväxter,spjutskråp,Petasites spurius,,,,,x,,,,,,,0-0,,Sandstränder vid Östersjön (1640)
220278,Kärlväxter,revfibbla,Pilosella lactucella,,,,,x,,,,,,,0-0,,Stagg-gräsmarker (6230)
220370,Kärlväxter,sandmaskrosor,Taraxacum sect. Erythrosperma,,,,,x,,,,,,,0-0,,Torra hedar (4030)
220373,Kärlväxter,dvärgmaskrosor,Taraxacum sect. Obliqua,,,,,x,,,,,,,0-0,,Alvar (6280)
220374,Kärlväxter,strandmaskrosor,Taraxacum sect. Palustria,,,,,x,,,,,,,0-0,,Fuktängar (6410)
220393,Kärlväxter,bårdbaldersbrå,Tripleurospermum maritimum,,,,,x,,,,,,,0-0,,Vegetationsklädda havsklippor (1230)
220395,Kärlväxter,strandaster,Tripolium pannonicum subsp. tripolium,,,,,x,,,,,,,L-V,,"Sten- och grusvallar (1220)

Signalvärde: Lågt-Visst"
220423,Kärlväxter,lundtrav,Arabis hirsuta,,,,,x,,,,,,,0-0,,Kalkgräsmarker (6210)
220434,Kärlväxter,svarthö,Bartsia alpina,,,,,x,,,,,,x,V-P,,"Alpina kalkgräsmarker (6170)

Signalvärde: Visst-Påtagligt"
220449,Kärlväxter,marviol,Cakile maritima,,,,,x,,,,,,,L-V,,"Driftvallar (1210)

Signalvärde: Lågt-Visst"
220460,Kärlväxter,tandrot,Cardamine bulbifera,,,,,x,,,,,,x,V-V,,"Nordlig ädellövskog (9020)

Signalvärde: Visst"
220474,Kärlväxter,skörbjuggsört,Cochlearia officinalis,,,,,x,,,,,,,L-V,,"Vegetationsklädda havsklippor (1230)

Signalvärde: Lågt-Visst"
220482,Kärlväxter,strandkål,Crambe maritima,,,,,x,,,8§,,,,V-V,,"Sten- och grusvallar (1220)

Strandkål (Crambe maritima) är fridlyst enligt 8 § i Blekinge och Gotlands län.

Signalvärde: Visst"
220494,Kärlväxter,fjälldraba,Draba glabella,,,,,x,,,,,,,0-0,,Silikatrasmarker (8110)
220496,Kärlväxter,grådraba,Draba incana,,,,,x,,,,,,,0-0,,Kalkrasmarker (8120)
220498,Kärlväxter,lunddraba,Draba muralis,,,,,x,,,,,,,0-0,,Basiska berghällar (6110)
220517,Kärlväxter,bergkårel,Erysimum strictum,,,,,x,,,,,,,0-0,,Silikatrasmarker (8110)
220532,Kärlväxter,vekt braxengräs,Isoëtes echinospora,,,,,x,,,,,,,0-0,,Näringsfattiga slättsjöar (3110)
220540,Kärlväxter,bitterkrassing,Lepidium latifolium,,,,,x,,,,,,,0-0,,Högörtängar (6430)
220563,Kärlväxter,skogssallat,Lactuca muralis,,,,,x,,,,,,,0-0,,Uppspruckna kalkstenshällmarker (8240)
220604,Kärlväxter,sylört,Subularia aquatica,,,,,x,,,,,,,0-0,,Laguner (1150)
220605,Kärlväxter,sandkrassing,Teesdalia nudicaulis,,,,,x,,,,,,,0-0,,Grässandhedar (2330)
220651,Kärlväxter,bergglim,Atocion rupestre,,,,,x,,,,,,,L-V,,"Silikatrasmarker (8110)

Signalvärde: Lågt-Visst"
220653,Kärlväxter,flikmålla,Atriplex calotheca,,,,,x,,,,,,,0-0,,Driftvallar (1210)
220655,Kärlväxter,broskmålla,Atriplex glabriuscula,,,,,x,,,,,,,0-0,,Driftvallar (1210)
220661,Kärlväxter,strandmålla,Atriplex littoralis,,,,,x,,,,,,,0-0,,Driftvallar (1210)
220668,Kärlväxter,spjutmålla,Atriplex prostrata,,,,,x,,,,,,,0-0,,Driftvallar (1210)
220681,Kärlväxter,beta,Beta vulgaris,,,,,x,,,,,,,L-V,,"Sten- och grusvallar (1220)

Signalvärde: Lågt-Visst"
220693,Kärlväxter,västkustarv,Cerastium diffusum,,,,,x,,,,,,,0-0,,Vegetationsklädda havsklippor (1230)
220696,Kärlväxter,klibbarv,Cerastium glutinosum,,,,,x,,,,,,,0-0,,Basiska berghällar (6110)
220698,Kärlväxter,alvararv,Cerastium pumilum,,,,,x,,,,,,,0-0,,Basiska berghällar (6110)
220772,Kärlväxter,småsileshår,Drosera intermedia,,,,,x,,,,,,,L-V,,"Fukthedar (4010)

Signalvärde: Lågt-Visst"
220773,Kärlväxter,rundsileshår,Drosera rotundifolia,,,,,x,,,,,,,L-L,,"Dynvåtmarker (2190)

Signalvärde: Lågt"
220788,Kärlväxter,såpört,Gypsophila fastigiata,,,,,x,,,,,,,0-0,,Alvar (6280)
220801,Kärlväxter,saltarv,Honckenya peploides,,,,,x,,,,,,,L-V,,"Sten- och grusvallar (1220)

Signalvärde: Lågt-Visst"
220827,Kärlväxter,tallört (aggregat),Hypopites monotropa agg.,,,,,x,,,,,,,L-P,,"Taiga (9010)

Signalvärde: Lågt-Påtagligt"
220828,Kärlväxter,källört,Montia fontana,,,,,x,,,,,,x,V-P,,"Källor och källkärr (7160)

Signalvärde: Visst-Påtagligt

En indikatorart för källpåverkade marker, bäckmiljöer och stränder som ofta har höga naturvärden."
220832,Kärlväxter,hårslinga,Myriophyllum alterniflorum,,,,,x,,,,,,,0-0,,Smala Östersjövikar (1650)
220833,Kärlväxter,fjällsyra,Oxyria digyna,,,,,x,,,,,,,0-0,,Alpina vattendrag (3220)
220834,Kärlväxter,lappvedel,Oxytropis lapponica,,,,,x,,,,,,x,P-P,,"Alpina kalkgräsmarker (6170)

Signalvärde: Påtagligt"
220869,Kärlväxter,bergsyra,Rumex acetosella,,,,,x,,,,,,,L-L,,"Grå dyner (2130)

Signalvärde: Lågt"
220877,Kärlväxter,krusskräppa,Rumex crispus,,,,,x,,,,,,,L-L,,"Rullstensåsöar i Östersjön (1610)

Signalvärde: Lågt"
220881,Kärlväxter,gårdsskräppa,Rumex longifolius,,,,,x,,,,,,,L-L,,"Rullstensåsöar i Östersjön (1610)

Signalvärde: Lågt"
220888,Kärlväxter,finnskräppa,Rumex pseudonatronatus,,,,,x,,,,,,,0-0,,Rullstensåsöar i Östersjön (1610)
220903,Kärlväxter,knutnarv,Sagina nodosa,,,,,x,,,,,,,0-0,,Vegetationsklädda havsklippor (1230)
220909,Kärlväxter,sodaört,Salsola kali,,,,,x,,,,,,,0-0,,Driftvallar (1210)
220915,Kärlväxter,vitknavel,Scleranthus perennis,,,,,x,,,,,,,0-0,,Hällmarkstorräng (8230)
220931,Kärlväxter,vitblära,Silene latifolia,,,,,x,,,,,,,L-L,,"Högörtängar (6430)

Signalvärde: Lågt"
220941,Kärlväxter,strandglim,Silene uniflora,,,,,x,,,,,,,L-V,,"Vegetationsklädda havsklippor (1230)

Signalvärde: Lågt-Visst"
220943,Kärlväxter,klibbglim,Silene viscosa,,,,,x,,,,,,,0-0,,Vegetationsklädda havsklippor (1230)
220946,Kärlväxter,vårspärgel,Spergula morisonii,,,,,x,,,,,,,0-0,,Grässandhedar (2330)
220947,Kärlväxter,havsnarv,Spergularia media,,,,,x,,,,,,,L-V,,"Salta strandängar (1330)

Signalvärde: Lågt-Visst"
220949,Kärlväxter,saltnarv,Spergularia marina,,,,,x,,,,,,,L-V,,"Glasörtstränder (1310)

Signalvärde: Lågt-Visst"
220951,Kärlväxter,källarv,Stellaria alsine,,,,,x,,,,,,x,V-V,,"Källor och källkärr (7160)

Signalvärde: Visst

En indikatorart för källpåverkade marker, bäckmiljöer och sumpskogar som ofta har höga naturvärden."
220952,Kärlväxter,norrlandsarv,Stellaria borealis,,,,,x,,,,,,,0-0,,Källor och källkärr (7160)
220956,Kärlväxter,buskstjärnblomma,Stellaria holostea,,,,,x,,,,,,,L-V,,"Näringsrik ekskog (9160)

Signalvärde: Lågt-Visst"
220961,Kärlväxter,lundarv,Stellaria nemorum,,,,,x,,,,,,,V-V,,"Näringsrik bokskog (9130)

Signalvärde: Visst"
220974,Kärlväxter,fjällnejlika,Viscaria alpina,,,,,x,,,,,,,0-0,,Alpina vattendrag (3220)
220975,Kärlväxter,tjärblomster,Viscaria vulgaris,,,,,x,,,,,,x,V-V,,"Hällmarkstorräng (8230)

Signalvärde: Visst"
220987,Kärlväxter,hönsbär,Cornus suecica,,,,,x,,,,,,,L-L,,"Rullstensåsöar i Östersjön (1610)

Signalvärde: Lågt"
220991,Kärlväxter,dyblad,Hydrocharis morsus-ranae,,,,,x,,,,,,,0-0,,Naturligt näringsrika sjöar (3150)
221025,Kärlväxter,enaxig sävstarr,Carex myosuroides,,,,,x,,,,,,x,P-P,,"Alpina kalkgräsmarker (6170)

Signalvärde: Påtagligt

En relativt sällsynt art på högt belägna kalkpåverkade översilade marker i fjällen. På samma lokaler förekommer ofta ett stort antal intressanta arter."
221037,Kärlväxter,vildkaprifol,Lonicera periclymenum,,,,,x,,,,,,,L-V,,"Ek-avenbokskog av måratyp (9170)

Signalvärde: Lågt-Visst"
221044,Kärlväxter,fältvädd,Scabiosa columbaria,,,,,x,,,,,,x,P-P,,"Grässandhedar (2330)

Signalvärde: Påtagligt"
221050,Kärlväxter,läkevänderot,Valeriana officinalis,,,,,x,,,,,,,L-L,,"Högörtängar (6430)

Signalvärde: Lågt"
221051,Kärlväxter,flädervänderot,Valeriana sambucifolia,,,,,x,,,,,,,L-L,,"Högörtängar (6430)

Signalvärde: Lågt"
221059,Kärlväxter,sjöfräken,Equisetum fluviatile,,,,,x,,,,,,,L-L,,"Svämängar (6450)

Signalvärde: Lågt"
221076,Kärlväxter,grusviva,Androsace septentrionalis,,,,,x,,,,,,x,X-X,,"Basiska berghällar (6110)

Signalvärde:-"
221078,Kärlväxter,mjölon,Arctostaphylos uva-ursi,,,,,x,,,,,,,0-0,,Sten- och grusvallar (1220)
221104,Kärlväxter,luddkrissla,Pentanema britannicum,,,,,x,,,,,,,P-P,,"Alvar (6280)

Signalvärde: Påtagligt"
221145,Kärlväxter,klockpyrola,Pyrola media,,,,,x,,,,,,,L-V,,"Trädklädd betesmark (9070)

Signalvärde: Lågt-Visst"
221150,Kärlväxter,lapsk alpros,Rhododendron lapponicum,,,,,x,,,,,,,0-0,,Alpina rishedar (4060)
221152,Kärlväxter,bunge,Samolus valerandi,,,,,x,,,,,,,0-0,,Strandängar vid Östersjön (1630)
221154,Kärlväxter,skogsstjärna,Lysimachia europaea,,,,,x,,,,,,,L-L,,"Näringsfattig ekskog (9190)

Signalvärde: Lågt"
221157,Kärlväxter,blåbär,Vaccinium myrtillus,,,,,x,,,,,,,L-L,,"Näringsfattig ekskog (9190)

Signalvärde: Lågt"
221165,Kärlväxter,fjällvedel,Astragalus alpinus,,,,,x,,,,,,,L-V,,"Alpina vattendrag (3220)

Signalvärde: Lågt-Visst"
221171,Kärlväxter,isvedel,Astragalus frigidus,,,,,x,,,,,,,V-P,,"Fjällbjörkskog (9040)

Signalvärde: Visst-Påtagligt"
221173,Kärlväxter,vippvedel,Astragalus norvegicus,,,,,x,,,,,,,0-0,,Alpina kalkgräsmarker (6170)
221178,Kärlväxter,bäckbräsma,Cardamine amara,,,,,x,,,,,,,V-V,,"Källor och källkärr (7160)

Signalvärde: Visst

En indikatorart för källpåverkade marker, bäckmiljöer och sumpskogar som ofta har höga naturvärden."
221186,Kärlväxter,kråkklöver,Comarum palustre,,,,,x,,,,,,,L-V,,"Aapamyrar (7310)

Signalvärde: Lågt-Visst"
221202,Kärlväxter,norsknoppa,Gnaphalium norvegicum,,,,,x,,,,,,,L-V,,"Alpina silikatgräsmarker (6150)

Signalvärde: Lågt-Visst"
221206,Kärlväxter,havtorn,Hippophaë rhamnoides,,,,,x,,,,,,,L-V,,"Sten- och grusvallar (1220)

Signalvärde: Lågt-Visst"
221220,Kärlväxter,strandvial,Lathyrus japonicus,,,,,x,,,,,,,0-0,,Sten- och grusvallar (1220)
221222,Kärlväxter,gökärt,Lathyrus linifolius,,,,,x,,,,,,,L-V,,"Trädklädd betesmark (9070)

Signalvärde: Lågt-Visst"
221227,Kärlväxter,kärrvial,Lathyrus palustris,,,,,x,,,,,,,V-V,,"Strandängar vid Östersjön (1630)

Signalvärde: Visst

En indikator för medelrikkärr och strandängar som ofta har höga naturvärden och normalt hyser en stor mångfald av arter."
221239,Kärlväxter,käringtand,Lotus corniculatus,,,,,x,,,,,,,V-V,,"Grå dyner (2130)

Signalvärde: Visst"
221295,Kärlväxter,fältvedel,Oxytropis campestris,,,,,x,,,,,,,0-0,,Kalkgräsmarker (6210)
221306,Kärlväxter,klöverärt,Lotus maritimus,,,,,x,,,,,,,V-V,,"Strandängar vid Östersjön (1630)

Signalvärde: Visst"
221409,Kärlväxter,färgmåra,Asperula tinctoria,,,,,x,,,,,,x,V-V,,"Basiska berghällar (6110)

Signalvärde: Visst"
221437,Kärlväxter,sumpmåra,Galium uliginosum,,,,,x,,,,,,,0-0,,Fuktängar (6410)
221441,Kärlväxter,fjällgentiana,Gentiana nivalis,,,,,x,,,,,,x,P-P,,"Alpina kalkgräsmarker (6170)

Signalvärde: Påtagligt"
221448,Kärlväxter,lappgentiana,Comastoma tenellum,,,,,x,,,,,,x,P-P,,"Alpina rishedar (4060)

Signalvärde: Påtagligt"
221449,Kärlväxter,sumpgentiana,Gentianella uliginosa,,,,,x,,,8§,,,,P-P,,"Salta strandängar (1330)

Sumpgentiana (Gentianella uliginosa) är fridlyst enligt 8 § i Västra Götalands län.

Signalvärde: Påtagligt

Sumpgentiana är en kalkgynnad art som indikerar skyddsvärda strandängsbiotoper, fuktiga betesmarker, rikkärr och vätar. Den kräver en lagom intensiv hävd och försvinner både vid igenväxning och för hårt bete."
221457,Kärlväxter,tulkört,Vincetoxicum hirundinaria,,,,,x,,,,,,,V-V,,"Kalkbranter (8210)

Signalvärde: Visst"
221471,Kärlväxter,duvnäva,Geranium columbinum,,,,,x,,,,,,,0-0,,Basiska berghällar (6110)
221501,Kärlväxter,göknycklar,Anacamptis morio,,,,,x,,,8§,,,,H-H,,"Kalkgräsmarker (6210)

Orkidéer (samtliga arter i familjerna Orchidaceae och Cypripediaceae utom de som anges i bilaga 1) är fridlysta enligt 8 § i hela landet.

Signalvärde: Högt"
221514,Kärlväxter,krusbräken,Cryptogramma crispa,,,,,x,,,8§,,,,0-0,,"Silikatrasmarker (8110)

Krusbräken (Cryptogramma crispa) är fridlyst enligt 8 § i Västra Götalands län."
221518,Kärlväxter,hundtunga,Cynoglossum officinale,,,,,x,,,,,,x,V-V,,"Sten- och grusvallar (1220)

Ruderatmarksart. Växer på grusig och sandig mark i allehanda kulturmiljöer, banvallar, grustag, skräpmark. Hundtunga har minskat troligen på grund av igenväxning av näringsrika, tidigare genom störning, öppna miljöer. Konkurrenssvag.

Signalvärde: Visst"
221524,Kärlväxter,korsslamkrypa,Elatine hydropiper,,,,,x,,,,,,,0-0,,Laguner (1150)
221526,Kärlväxter,tretalig slamkrypa,Elatine triandra,,,,,x,,,,,,,0-0,,Ävjestrandsjöar (3130)
221527,Kärlväxter,nålsäv,Eleocharis acicularis,,,,,x,,,,,,,0-0,,Ävjestrandsjöar (3130)
221530,Kärlväxter,hampflockel,Eupatorium cannabinum,,,,,x,,,,,,,V-V,,"Högörtängar (6430)

Signalvärde: Visst"
221539,Kärlväxter,notblomster,Lobelia dortmanna,,,,,x,,,,,,,V-V,,"Näringsfattiga slättsjöar (3110)

Signalvärde: Visst"
221570,Kärlväxter,mörk lungört,Pulmonaria obscura,,,,,x,,,,,,x,V-P,,"Nordlig ädellövskog (9020)

Signalvärde: Visst-Påtagligt"
221590,Kärlväxter,styvt braxengräs,Isoëtes lacustris,,,,,x,,,,,,,0-0,,Stora vikar och sund (1160)
221611,Kärlväxter,höstlånke,Callitriche hermaphroditica,,,,,x,,,,,,,0-0,,Laguner (1150)
221612,Kärlväxter,smålånke,Callitriche palustris,,,,,x,,,,,,,0-0,,Större vattendrag (3210)
221615,Kärlväxter,ljung,Calluna vulgaris,,,,,x,,,,,,,L-L,,"Rissandhedar (2320)

Signalvärde: Lågt"
221646,Kärlväxter,toppdån,Galeopsis bifida,,,,,x,,,,,,,0-0,,Silikatrasmarker (8110)
221671,Kärlväxter,gulplister,Lamiastrum galeobdolon,,,,,x,,,,,,,L-V,,"Näringsrik bokskog (9130)

Signalvärde: Lågt-Visst"
221705,Kärlväxter,ängskovall,Melampyrum pratense,,,,,x,,,,,,,L-L,,"Näringsfattig ekskog (9190)

Signalvärde: Lågt"
221717,Kärlväxter,vattenklöver,Menyanthes trifoliata,,,,,x,,,,,,,0-0,,Öppna mossar och kärr (7140)
221760,Kärlväxter,kung Karls spira,Pedicularis sceptrum-carolinum,,,,,x,,,8§,,,,V-V,,"Alpina videbuskmarker (4080)

Kung Karls spira (Pedicularis sceptrum-carolinum) är fridlyst enligt 8 § i Västmanlands och Västra Götalands län.

Signalvärde: Visst

En indikator för medelrikkärr och fuktängar som ofta har höga naturvärden och kan hysa en stor mångfald av arter."
221766,Kärlväxter,dvärgtätört,Pinguicula villosa,,,,,x,,,,,,,V-P,,"Terrängtäckande mossar (7130)

Signalvärde: Visst-Påtagligt"
221767,Kärlväxter,tätört,Pinguicula vulgaris,,,,,x,,,,,,,L-V,,"Fuktängar (6410)

Signalvärde: Lågt-Visst

Tätört är en indikatorart för intermediära rikkärrsbiotoper och fuktängar. "
221771,Kärlväxter,strandkämpar,Plantago coronopus,,,,,x,,,,,,,0-0,,Vegetationsklädda havsklippor (1230)
221774,Kärlväxter,svartkämpar,Plantago lanceolata,,,,,x,,,,,,,L-V,,"Silikatgräsmarker (6270). Svartkämpar är en god indikatorart som visar på tidigare hävd och tyder på en ogödslad mark.

Signalvärde: Lågt-Visst"
221782,Kärlväxter,strandpryl,Plantago uniflora,,,,,x,,,,,,,0-0,,Näringsfattiga slättsjöar (3110)
221802,Kärlväxter,harmynta,Clinopodium acinos,,,,,x,,,,,,x,V-V,,"Basiska berghällar (6110)

Signalvärde: Visst

Harmynta förekommer på soliga och torra platser med kalkrik mark, denna typ av miljö hyser ofta många intressanta arter både bland kärlväxter och insekter."
221820,Kärlväxter,toppfrossört,Scutellaria hastifolia,,,,,x,,,,,,,0-0,,Rullstensåsöar i Östersjön (1610)
221844,Kärlväxter,lökgamander,Teucrium scordium,,,,,x,,,,,,,V-P,,"Alvar (6280)

Signalvärde: Visst-Påtagligt"
221852,Kärlväxter,dybläddra,Utricularia intermedia,,,,,x,,,,,,,0-0,,Öppna mossar och kärr (7140)
221853,Kärlväxter,dvärgbläddra,Utricularia minor,,,,,x,,,,,,,0-0,,Öppna mossar och kärr (7140)
221856,Kärlväxter,vattenbläddra,Utricularia vulgaris,,,,,x,,,,,,,0-0,,Öppna mossar och kärr (7140)
